date,SUMMARY:likes,SUMMARY:comment,SUMMARY:kcal_count,STEPS:total,STEPS:goal,STEPS:avg,STEPS:distance,SLEEP:night_sleep_time,SLEEP:nap_time,SLEEP:total_sleep_time,SLEEP:bed_time,SLEEP:wake_time,SLEEP:deep_sleep_time,SLEEP:light_sleep_time,SLEEP:awake_sleep_time,ACTIVITIES:kcal,ACTIVITIES:duration,ACTIVITIES:distance,BREAKDOWN:highly_active,BREAKDOWN:active,BREAKDOWN:sedentary,BREAKDOWN:sleeping
2018-12-14,0.0,,2158.0,5790.0,9303.0,3518.0,4.7,None,None,None,None,None,None,None,None,0,0:00:00,0,5.0,5.0,60.0,30.0
